accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,epoch
0.5715835094451904,0.6101337671279907,2.0389907360076904,0.22891566157341003,0.5588235259056091,0.6709956526756287,0.7502473592758179,1.9065388441085815,0.32258063554763794,0.6976743936538696,0
0.6279826760292053,0.716794490814209,1.8846006393432617,0.2885085642337799,0.6941176652908325,0.826839804649353,0.8203859329223633,1.7881855964660645,0.5272727012634277,0.6744186282157898,1
0.6648589968681335,0.770005464553833,1.8082470893859863,0.3194805085659027,0.7235293984413147,0.8614718317985535,0.8382607698440552,1.6961172819137573,0.6170212626457214,0.6744186282157898,2
0.6952277421951294,0.8010560274124146,1.748870611190796,0.3487738370895386,0.7529411911964417,0.8701298832893372,0.8521771430969238,1.6173710823059082,0.644444465637207,0.6744186282157898,3
0.7234273552894592,0.8419195413589478,1.6628386974334717,0.380952388048172,0.800000011920929,0.8701298832893372,0.8694334030151367,1.5549335479736328,0.644444465637207,0.6744186282157898,4
0.7505422830581665,0.8273662328720093,1.6540433168411255,0.40625,0.7647058963775635,0.8744588494300842,0.892008900642395,1.501084327697754,0.6590909361839294,0.6744186282157898,5
0.7234273552894592,0.8189064264297485,1.6446269750595093,0.3760932981967926,0.7588235139846802,0.8787878751754761,0.8993691205978394,1.4579482078552246,0.6666666865348816,0.6976743936538696,6
0.7505422830581665,0.866939127445221,1.5594078302383423,0.4107142984867096,0.8117647171020508,0.8831169009208679,0.8971425294876099,1.4242403507232666,0.6818181872367859,0.6976743936538696,7
0.7809110879898071,0.8795916438102722,1.5120723247528076,0.4503105580806732,0.8529411554336548,0.8787878751754761,0.9016575813293457,1.38906729221344,0.6666666865348816,0.6976743936538696,8
0.7819956541061401,0.8724851608276367,1.4976706504821777,0.4504792392253876,0.8294117450714111,0.8917748928070068,0.9037604928016663,1.3525371551513672,0.7142857313156128,0.6976743936538696,9
0.7754880785942078,0.8892912864685059,1.4486898183822632,0.440514475107193,0.8058823347091675,0.8831169009208679,0.9058634638786316,1.3281382322311401,0.6739130616188049,0.7209302186965942,10
0.8026030659675598,0.8972504138946533,1.4182056188583374,0.47986575961112976,0.841176450252533,0.8917748928070068,0.9067912101745605,1.2994946241378784,0.695652186870575,0.7441860437393188,11
0.7895878553390503,0.8926900625228882,1.3994102478027344,0.46178343892097473,0.8529411554336548,0.8961039185523987,0.9081518650054932,1.2684158086776733,0.7111111283302307,0.7441860437393188,12
0.812364399433136,0.9042396545410156,1.3595540523529053,0.49473685026168823,0.8294117450714111,0.8917748928070068,0.9064819812774658,1.246721863746643,0.695652186870575,0.7441860437393188,13
0.8080260157585144,0.903989315032959,1.3390647172927856,0.48788926005363464,0.8294117450714111,0.8917748928070068,0.9111207723617554,1.2225500345230103,0.695652186870575,0.7441860437393188,14
0.8156182169914246,0.9081234335899353,1.3124034404754639,0.5,0.8294117450714111,0.887445867061615,0.9133473634719849,1.1949760913848877,0.6734693646430969,0.7674418687820435,15
0.8264642357826233,0.9151243567466736,1.2709513902664185,0.5176056623458862,0.8647058606147766,0.8917748928070068,0.9131618142127991,1.1747640371322632,0.6800000071525574,0.7906976938247681,16
0.8459869623184204,0.9344570636749268,1.2171305418014526,0.5514705777168274,0.8823529481887817,0.887445867061615,0.9143369197845459,1.1529124975204468,0.6734693646430969,0.7674418687820435,17
0.8373101949691772,0.9187343120574951,1.2261134386062622,0.5375939607620239,0.841176450252533,0.8961039185523987,0.9135329127311707,1.1312962770462036,0.7021276354789734,0.7674418687820435,18
0.838394820690155,0.9188204407691956,1.2112070322036743,0.5376344323158264,0.8823529481887817,0.8917748928070068,0.9126051664352417,1.1103219985961914,0.695652186870575,0.7441860437393188,19
0.8362255692481995,0.9110097885131836,1.202703595161438,0.5363984704017639,0.8235294222831726,0.8917748928070068,0.9161306023597717,1.085879921913147,0.695652186870575,0.7441860437393188,20
0.8286334276199341,0.9138336777687073,1.1817880868911743,0.5218977928161621,0.841176450252533,0.8961039185523987,0.9153884649276733,1.0692287683486938,0.7021276354789734,0.7674418687820435,21
0.8470715880393982,0.9223013520240784,1.143561601638794,0.5527272820472717,0.8941176533699036,0.8961039185523987,0.9158213138580322,1.0528836250305176,0.7111111283302307,0.7441860437393188,22
0.839479386806488,0.9293022751808167,1.1196787357330322,0.5416666865348816,0.841176450252533,0.9004328846931458,0.9156976938247681,1.037041187286377,0.717391312122345,0.7674418687820435,23
0.8633405566215515,0.9408831596374512,1.07563316822052,0.5859375,0.8823529481887817,0.9004328846931458,0.917553186416626,1.0193222761154175,0.717391312122345,0.7674418687820435,24
0.8438177704811096,0.9302369952201843,1.0777196884155273,0.550000011920929,0.841176450252533,0.9090909361839294,0.9194705486297607,0.9985874891281128,0.75,0.7674418687820435,25
0.8579175472259521,0.931746780872345,1.0644605159759521,0.5747126340866089,0.8823529481887817,0.9047619104385376,0.9165017008781433,0.9872536659240723,0.7333333492279053,0.7674418687820435,26
0.8524945974349976,0.9371010065078735,1.0354499816894531,0.5680000185966492,0.8352941274642944,0.9090909361839294,0.917738676071167,0.9677852392196655,0.75,0.7674418687820435,27
0.8622559905052185,0.9412469267845154,1.0082406997680664,0.5843137502670288,0.8764705657958984,0.9004328846931458,0.9178624153137207,0.9539616703987122,0.717391312122345,0.7674418687820435,28
0.8459869623184204,0.9285122752189636,1.0244640111923218,0.5518518686294556,0.8764705657958984,0.9090909361839294,0.9189138412475586,0.9372795820236206,0.75,0.7674418687820435,29
0.8481561541557312,0.9322004318237305,1.0020018815994263,0.55474454164505,0.8941176533699036,0.9134199023246765,0.9156358242034912,0.9250252842903137,0.7674418687820435,0.7674418687820435,30
0.8590021729469299,0.9426510334014893,0.9599764943122864,0.5769230723381042,0.8823529481887817,0.9177489280700684,0.9161924719810486,0.9078015089035034,0.7857142686843872,0.7674418687820435,31
0.8665943741798401,0.9498865604400635,0.9305959939956665,0.5907335877418518,0.8999999761581421,0.9177489280700684,0.9111825227737427,0.8970312476158142,0.7857142686843872,0.7674418687820435,32
0.8698481321334839,0.94489985704422,0.9276481866836548,0.600806474685669,0.8764705657958984,0.9134199023246765,0.9173058271408081,0.8803597688674927,0.7555555701255798,0.7906976938247681,33
0.8741865754127502,0.9500938057899475,0.9045262336730957,0.6115702390670776,0.8705882430076599,0.9220778942108154,0.9198416471481323,0.8645402789115906,0.8048780560493469,0.7674418687820435,34
0.8611713647842407,0.9391034841537476,0.9144695997238159,0.5826771855354309,0.8705882430076599,0.9090909361839294,0.9188520312309265,0.8549836277961731,0.761904776096344,0.7441860437393188,35
0.8806941509246826,0.9579943418502808,0.8545465469360352,0.625,0.8823529481887817,0.9177489280700684,0.9165635108947754,0.8428115248680115,0.800000011920929,0.7441860437393188,36
0.8796095252037048,0.9518225789070129,0.8591005206108093,0.6224066615104675,0.8823529481887817,0.9090909361839294,0.9158831834793091,0.8302947282791138,0.7749999761581421,0.7209302186965942,37
0.8579175472259521,0.9472973346710205,0.8606213927268982,0.575875461101532,0.8705882430076599,0.8961039185523987,0.9134092330932617,0.820652425289154,0.7209302186965942,0.7209302186965942,38
0.8904555439949036,0.9673537015914917,0.7919977903366089,0.6385542154312134,0.9352940917015076,0.9090909361839294,0.9108114838600159,0.8110942840576172,0.7749999761581421,0.7209302186965942,39
0.8839479684829712,0.9547794461250305,0.8170233368873596,0.6275303363800049,0.9117646813392639,0.9004328846931458,0.90901780128479,0.8008057475090027,0.75,0.6976743936538696,40
0.8958785533905029,0.9624335169792175,0.7832829356193542,0.6528925895690918,0.929411768913269,0.9047619104385376,0.9139658808708191,0.7822232842445374,0.7692307829856873,0.6976743936538696,41
0.9067245125770569,0.9620072245597839,0.7763881683349609,0.6826087236404419,0.9235293865203857,0.9047619104385376,0.9134711027145386,0.7714489698410034,0.7692307829856873,0.6976743936538696,42
0.8947939276695251,0.9630632400512695,0.7558042407035828,0.6580086350440979,0.8941176533699036,0.9090909361839294,0.9169965982437134,0.7547771334648132,0.761904776096344,0.7441860437393188,43
0.8958785533905029,0.9659965634346008,0.7372143864631653,0.6516393423080444,0.9352940917015076,0.8961039185523987,0.917367696762085,0.747540295124054,0.7317073345184326,0.6976743936538696,44
0.8947939276695251,0.9672755002975464,0.7230870127677917,0.6502057909965515,0.929411768913269,0.9047619104385376,0.9112443923950195,0.7448801398277283,0.7692307829856873,0.6976743936538696,45
0.8926247358322144,0.9660513401031494,0.7156938910484314,0.651063859462738,0.8999999761581421,0.9134199023246765,0.9134092330932617,0.7316082715988159,0.7948718070983887,0.7209302186965942,46
0.9078091382980347,0.9764314889907837,0.6750780344009399,0.6839826703071594,0.929411768913269,0.9004328846931458,0.9102548360824585,0.7324069738388062,0.75,0.6976743936538696,47
0.9088937044143677,0.9706586003303528,0.6819803714752197,0.6853448152542114,0.9352940917015076,0.9004328846931458,0.9077188968658447,0.7239531874656677,0.7631579041481018,0.6744186282157898,48
0.9067245125770569,0.9676705002784729,0.6803154349327087,0.681034505367279,0.929411768913269,0.8961039185523987,0.9041935205459595,0.7211771607398987,0.7435897588729858,0.6744186282157898,49
